UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF
5291,L35236,L,301.1,311.1,1878,42.5,86,0,0,0,0,0,0
5292,L95870,L,298.7,309.1,1498,49.7,167,0,0,0,0,0,0
5293,L59531,L,298.5,307.9,1339,32.5,235,0,0,0,0,0,0
5294,L90570,L,298.8,307.7,1555,35.3,214,0,0,0,0,0,0
5295,M19442,M,297.2,308.0,1634,30.3,81,0,0,0,0,0,0
5296,L66437,L,296.8,308.1,1533,40.0,58,0,0,0,0,0,0
5297,L70342,L,300.6,311.3,1392,38.7,86,0,0,0,0,0,0
5298,M88179,M,301.9,312.0,1723,48.4,0,0,0,0,0,0,0
5299,L45069,L,301.7,310.8,1763,43.8,242,0,0,0,0,0,0
5300,L83246,L,295.2,306.4,1243,46.8,171,0,0,0,0,0,0
5301,M48560,M,299.5,310.1,1381,37.9,57,0,0,0,0,0,0
5302,L68070,L,297.8,309.8,1509,43.9,211,0,0,0,0,0,0
5303,M52427,M,300.3,309.1,1442,58.0,181,0,0,0,0,0,0
5304,M70496,M,299.2,310.0,1632,26.5,207,0,0,0,0,0,0
5305,L74557,L,301.2,311.7,1867,21.6,136,0,0,0,0,0,0
5306,L82752,L,300.0,309.6,1469,46.2,24,0,0,0,0,0,0
5307,L87248,L,296.2,307.6,1820,31.4,165,0,0,0,0,0,0
5308,L80441,L,298.1,308.5,1275,26.1,152,0,0,0,0,0,0
5309,M58534,M,300.0,309.1,1619,45.2,229,0,0,0,0,0,0
5310,M37930,M,300.2,310.1,1431,29.9,6,0,0,0,0,0,0
5311,L99042,L,297.2,306.2,1623,55.2,173,0,0,0,0,0,0
5312,M17288,M,296.9,306.5,1223,41.5,79,0,0,0,0,0,0
5313,H91122,H,300.1,310.8,1307,37.9,117,0,0,0,0,0,0
5314,H71518,H,297.2,308.2,1623,31.7,34,0,0,0,0,0,0
5315,L42400,L,296.7,306.9,1425,42.0,94,0,0,0,0,0,0
5316,L11567,L,299.1,308.4,1480,24.1,188,0,0,0,0,0,0
5317,L57878,L,299.0,309.4,1866,15.3,0,0,0,0,0,0,0
5318,H58850,H,298.2,309.0,1562,24.4,147,0,0,0,0,0,0
5319,L11094,L,298.6,306.6,1699,51.2,240,1,0,0,0,1,0
5320,L21135,L,300.0,310.1,1402,30.7,185,0,0,0,0,0,0
5321,L89044,L,298.6,308.4,1297,25.6,218,0,0,0,0,0,0
5322,L55113,L,300.1,311.1,1523,39.0,192,0,0,0,0,0,0
5323,L68791,L,299.2,309.6,1271,62.1,36,0,0,0,0,0,0
5324,H19684,H,300.3,310.8,1412,50.8,151,0,0,0,0,0,0
5325,L81727,L,301.8,311.3,1580,31.9,112,0,0,0,0,0,0
5326,L93378,L,301.7,311.7,1518,31.7,132,0,0,0,0,0,0
5327,L68552,L,302.6,313.5,1597,32.0,138,0,0,0,0,0,0
5328,L18046,L,301.7,311.6,1645,30.8,119,0,0,0,0,0,0
5329,L14934,L,300.5,310.7,1323,45.3,162,0,0,0,0,0,0
5330,L69556,L,299.1,307.6,1369,36.6,28,1,0,1,0,0,0
5331,L56806,L,299.2,309.2,1148,28.8,117,0,0,0,0,0,0
5332,L11354,L,298.2,306.2,1471,26.6,150,0,0,0,0,0,0
5333,L63046,L,300.0,309.5,1669,62.8,201,1,0,0,0,1,0
5334,L75064,L,301.4,311.5,1804,47.3,221,0,0,0,0,0,0
5335,H67184,H,298.5,309.3,1572,31.4,222,0,0,0,0,0,0
5336,H12963,H,299.9,308.9,1783,52.0,151,0,0,0,0,0,0
5337,L37424,L,298.6,309.0,1606,28.4,77,0,0,0,0,0,0
5338,L90039,L,300.4,311.9,1557,38.5,114,0,0,0,0,0,0
5339,H13042,H,298.9,308.3,1428,37.4,124,0,0,0,0,0,0
5340,L17139,L,298.5,307.0,1111,41.7,74,1,0,1,0,0,0
5341,M21226,M,298.6,308.9,1756,30.5,64,0,0,0,0,0,0
5342,H90298,H,301.0,309.8,1528,41.2,171,0,0,0,0,0,0
5343,L93652,L,299.8,309.0,1786,22.5,153,0,0,0,0,0,0
5344,L48108,L,299.1,310.1,1368,36.1,183,0,0,0,0,0,0
5345,H80647,H,300.5,312.4,1972,53.2,19,0,0,0,0,0,0
5346,L78617,L,299.2,308.2,1493,50.1,65,0,0,0,0,0,0
5347,L39815,L,302.3,311.5,1414,33.0,32,0,0,0,0,0,0
5348,L17802,L,298.1,307.6,1499,24.7,174,0,0,0,0,0,0
5349,L52230,L,299.6,309.1,1568,18.2,236,1,1,0,0,0,0
5350,M73372,M,297.2,309.1,1525,46.1,245,0,0,0,0,0,0
5351,M64020,M,299.3,308.8,1445,42.7,44,0,0,0,0,0,0
5352,H93449,H,296.6,306.3,1215,43.7,172,0,0,0,0,0,0
5353,L27465,L,301.5,313.1,1394,56.7,208,1,0,0,0,1,0
5354,L17994,L,301.5,312.1,1730,41.4,197,0,0,0,0,0,0
5355,L13531,L,301.6,312.6,1380,42.2,11,0,0,0,0,0,0
5356,L19343,L,300.1,309.2,1230,26.0,206,0,0,0,0,0,0
5357,L69066,L,298.2,307.7,1349,56.1,55,0,0,0,0,0,0
5358,H16229,H,298.4,307.4,1522,38.3,66,0,0,0,0,0,0
5359,M92124,M,303.1,313.9,1402,31.8,149,0,0,0,0,0,0
5360,L98704,L,302.9,314.1,1487,42.0,165,0,0,0,0,0,0
5361,M54789,M,300.2,309.6,1395,59.8,84,0,0,0,0,0,0
5362,L54069,L,299.0,308.6,1718,61.2,226,1,0,0,0,1,0
5363,L97402,L,302.7,312.4,1625,30.2,107,0,0,0,0,0,0
5364,M19524,M,298.6,307.1,1935,51.6,42,0,0,0,0,0,0
5365,L98074,L,300.5,309.8,1469,43.2,90,0,0,0,0,0,0
5366,H96762,H,302.7,313.5,1487,49.7,133,0,0,0,0,0,0
5367,M73103,M,298.3,307.5,1749,42.7,138,0,0,0,0,0,0
5368,L18103,L,301.7,311.8,1607,46.0,16,0,0,0,0,0,0
5369,M68581,M,301.0,309.7,1369,53.1,227,1,0,0,0,1,0
5370,L93938,L,299.9,309.8,1637,22.5,222,0,0,0,0,0,0
5371,L64203,L,298.0,307.4,1608,43.5,106,0,0,0,0,0,0
5372,L25090,L,298.6,307.3,1216,28.3,140,0,0,0,0,0,0
5373,L25915,L,300.6,311.4,1421,35.3,247,0,0,0,0,0,0
5374,M51477,M,297.2,308.0,1572,39.9,175,0,0,0,0,0,0
5375,L66987,L,300.3,309.3,1796,29.9,220,0,0,0,0,0,0
5376,M63238,M,301.1,310.9,1662,34.1,165,0,0,0,0,0,0
5377,L97047,L,302.0,312.0,1437,25.9,83,0,0,0,0,0,0
5378,L25029,L,297.2,305.4,1411,34.0,37,0,0,0,0,0,0
5379,M99067,M,302.6,311.2,1680,45.0,48,0,0,0,0,0,0
5380,L63520,L,303.4,314.7,1103,48.5,98,0,0,0,0,0,0
5381,L80053,L,300.8,309.8,1393,32.2,230,0,0,0,0,0,0
5382,L61464,L,297.9,309.2,1790,53.1,64,0,0,0,0,0,0
5383,L31961,L,299.3,308.0,1591,45.7,107,0,0,0,0,0,0
5384,L36835,L,299.9,310.6,1402,54.2,49,0,0,0,0,0,0
5385,M37725,M,300.5,310.2,1322,22.3,12,0,0,0,0,0,0
5386,L35357,L,300.0,309.9,1688,43.0,90,0,0,0,0,0,0
5387,L11244,L,300.6,312.4,1551,46.0,130,0,0,0,0,0,0
5388,H77952,H,299.8,308.6,1498,22.8,211,0,0,0,0,0,0
5389,L58061,L,300.5,311.1,1604,63.9,27,0,0,0,0,0,0
5390,M16490,M,299.1,309.6,1567,33.6,69,0,0,0,0,0,0
5391,L87219,L,299.3,312.7,1553,45.3,173,0,0,0,0,0,0
5392,L15839,L,298.8,307.8,1300,49.1,45,0,0,0,0,0,0
5393,M34992,M,303.8,313.2,1354,40.9,136,0,0,0,0,0,0
5394,L54938,L,302.9,313.7,1671,53.7,189,0,0,0,0,0,0
5395,M66249,M,301.1,310.9,1638,59.8,44,0,0,0,0,0,0
5396,L54735,L,302.7,312.2,1606,28.8,160,0,0,0,0,0,0
5397,L60734,L,301.6,312.6,1433,41.1,3,0,0,0,0,0,0
5398,L57080,L,300.4,310.1,1674,49.0,140,0,0,0,0,0,0
5399,L84460,L,297.0,306.1,1471,23.6,51,0,0,0,0,0,0
5400,M91457,M,299.5,310.2,1770,50.5,165,0,0,0,0,0,0
5401,L34260,L,299.3,309.7,1404,56.9,64,0,0,0,0,0,0
5402,H69607,H,297.7,307.4,1443,52.7,45,0,0,0,0,0,0
5403,H71852,H,297.0,306.7,1510,44.3,216,0,0,0,0,0,0
5404,L38380,L,301.0,310.1,1689,55.2,128,0,0,0,0,0,0
5405,L94347,L,300.6,311.4,1531,43.5,159,0,0,0,0,0,0
5406,M81257,M,297.7,307.3,1544,26.8,105,0,0,0,0,0,0
5407,H51191,H,298.5,307.7,1467,34.7,176,0,0,0,0,0,0
5408,L14930,L,302.3,311.0,1585,37.4,18,0,0,0,0,0,0
5409,L14353,L,298.2,308.6,1525,39.3,80,0,0,0,0,0,0
5410,L17832,L,300.3,309.8,1397,39.0,179,0,0,0,0,0,0
5411,M59554,M,299.6,307.6,1560,36.5,166,0,0,0,0,0,0
5412,L98487,L,301.0,309.8,1564,42.1,189,0,0,0,0,0,0
5413,M64017,M,298.3,308.1,1958,54.9,40,0,0,0,0,0,0
5414,L67298,L,300.2,310.0,1428,42.0,75,0,0,0,0,0,0
5415,L61389,L,300.3,310.1,1387,46.2,147,0,0,0,0,0,0
5416,L83306,L,300.5,310.1,1587,18.0,21,0,0,0,0,0,0
5417,L35525,L,300.2,308.7,1360,41.2,236,1,0,1,0,0,0
5418,L92092,L,300.7,309.8,1345,50.7,158,0,0,0,0,0,0
5419,L90630,L,304.4,315.6,1280,52.3,97,0,0,0,0,0,0
5420,L83471,L,305.1,316.2,1399,51.3,86,0,0,0,0,0,0
5421,L78211,L,298.7,309.3,1403,42.9,107,0,0,0,0,0,0
5422,L41280,L,295.4,305.9,1308,44.0,55,0,0,0,0,0,0
5423,H21240,H,301.2,312.1,1493,33.2,18,0,0,0,0,0,0
5424,L75092,L,300.4,309.3,1114,48.3,112,0,0,0,0,0,0
5425,L79541,L,302.1,312.2,1626,33.3,65,0,0,0,0,0,0
5426,L72851,L,300.6,309.4,1438,46.7,65,0,0,0,0,0,0
5427,H16544,H,300.1,309.0,1464,40.3,37,0,0,0,0,0,0
5428,L67981,L,302.3,312.6,1643,40.0,38,0,0,0,0,0,0
5429,M27332,M,302.5,313.5,1604,49.9,228,0,0,0,0,0,0
5430,M36836,M,297.2,307.0,1425,45.5,203,0,0,0,0,0,0
5431,M24388,M,298.4,310.0,1618,42.7,27,0,0,0,0,0,0
5432,L11694,L,299.8,310.0,1815,34.9,10,0,0,0,0,0,0
5433,M96677,M,300.2,309.4,1356,55.9,233,1,0,0,0,1,0
5434,L98202,L,299.5,308.5,1672,43.2,112,0,0,0,0,0,0
5435,L59294,L,300.9,311.9,1338,47.3,92,0,0,0,0,0,0
5436,M48769,M,302.0,312.1,1748,40.7,20,0,0,0,0,0,0
5437,L49420,L,303.4,314.1,1410,33.0,156,0,0,0,0,0,0
5438,M47855,M,301.2,308.5,1403,43.4,92,0,0,0,0,0,0
5439,L11460,L,298.3,308.5,1743,34.0,231,0,0,0,0,0,0
5440,M57646,M,299.7,309.2,1667,44.3,41,0,0,0,0,0,0
5441,L51252,L,299.8,308.5,1416,7.4,139,0,0,0,0,0,0
5442,L19835,L,301.0,311.0,1560,35.9,1,0,0,0,0,0,0
5443,L20910,L,300.8,311.9,1410,39.8,39,0,0,0,0,0,0
5444,H92757,H,304.1,316.4,1252,30.4,101,0,0,0,0,0,0
5445,L18463,L,299.1,309.3,1571,43.5,62,0,0,0,0,0,0
5446,L23336,L,300.8,310.1,1474,35.7,160,0,0,0,0,0,0
5447,L36534,L,304.7,313.9,1368,39.8,108,0,0,0,0,0,0
5448,M12369,M,298.8,309.8,1771,34.4,173,0,0,0,0,0,0
5449,L35381,L,300.3,309.3,1374,49.6,9,0,0,0,0,0,0
5450,L95094,L,298.1,308.7,1563,45.3,232,0,0,0,0,0,0
5451,L97905,L,300.2,310.5,1731,42.9,138,0,0,0,0,0,0
5452,L35407,L,298.4,308.6,1492,40.5,15,0,0,0,0,0,0
5453,L72552,L,302.1,310.5,1406,65.1,7,0,0,0,0,0,0
5454,L45939,L,300.3,309.9,1591,38.3,46,0,0,0,0,0,0
5455,M77576,M,298.1,306.7,1619,33.0,116,0,0,0,0,0,0
5456,L98652,L,301.7,311.1,1694,28.2,173,0,0,0,0,0,0
5457,L36170,L,300.4,311.3,1872,48.9,3,0,0,0,0,0,0
5458,L81908,L,301.9,313.1,1456,56.1,171,0,0,0,0,0,0
5459,H32369,H,297.7,307.9,1573,31.5,91,0,0,0,0,0,0
5460,H83098,H,300.7,310.2,1310,37.1,16,0,0,0,0,0,0
5461,M54544,M,301.5,313.1,1657,36.3,81,0,0,0,0,0,0
5462,L15900,L,299.2,308.6,1570,38.7,244,0,0,0,0,0,0
5463,L50733,L,297.5,306.3,1506,22.3,4,0,0,0,0,0,0
5464,L97236,L,299.9,310.6,1427,47.9,71,0,0,0,0,0,0
5465,L10589,L,302.5,312.9,1475,51.8,125,0,0,0,0,0,0
5466,L70044,L,302.3,311.7,1580,20.9,180,0,0,0,0,0,0
5467,M75311,M,299.1,309.2,1365,57.4,4,0,0,0,0,0,0
5468,M67926,M,297.4,307.9,1483,56.0,34,0,0,0,0,0,0
5469,M80599,M,299.1,309.3,1540,9.3,22,0,0,0,0,0,0
5470,L95553,L,299.1,309.5,1262,18.3,149,0,0,0,0,0,0
5471,M93910,M,300.9,310.4,1349,38.6,111,0,0,0,0,0,0
5472,L98435,L,299.8,310.3,1419,53.0,116,0,0,0,0,0,0
5473,L59008,L,298.5,308.5,1818,42.8,186,0,0,0,0,0,0
5474,M76794,M,302.2,311.7,1389,40.1,65,0,0,0,0,0,0
5475,L89134,L,300.3,310.0,1528,45.6,163,0,0,0,0,0,0
5476,L12866,L,300.9,310.8,1351,31.9,66,0,0,0,0,0,0
5477,L62890,L,296.6,305.1,1399,52.6,27,0,0,0,0,0,0
5478,M51504,M,295.2,304.5,1280,38.9,235,0,0,0,0,0,0
5479,M63374,M,297.1,307.2,1657,23.6,214,0,0,0,0,0,0
5480,L39404,L,299.0,307.7,1300,32.0,200,0,0,0,0,0,0
5481,M75223,M,301.2,310.5,1700,43.6,210,0,0,0,0,0,0
5482,L10637,L,295.3,307.7,1621,37.0,150,0,0,0,0,0,0
5483,L25828,L,303.2,312.1,1524,36.0,140,0,0,0,0,0,0
5484,M63544,M,300.3,310.0,1706,41.9,237,0,0,0,0,0,0
5485,M55097,M,302.7,311.9,2093,43.5,200,0,0,0,0,0,0
5486,H42022,H,298.2,308.1,1623,27.6,68,0,0,0,0,0,0
5487,L42202,L,301.0,310.2,1337,52.1,231,1,0,0,0,1,0
5488,M38704,M,300.2,309.9,1804,38.6,29,0,0,0,0,0,0
5489,M33641,M,301.6,310.9,1571,44.1,183,0,0,0,0,0,0
5490,H47479,H,299.5,310.6,1915,40.9,59,0,0,0,0,0,0
5491,L88771,L,300.9,311.0,1447,35.8,86,0,0,0,0,0,0
5492,M32027,M,302.2,311.2,1767,49.0,96,0,0,0,0,0,0
5493,L52912,L,298.7,309.5,1537,40.7,148,0,0,0,0,0,0
5494,L81474,L,300.5,309.5,2013,40.6,111,0,0,0,0,0,0
5495,L52692,L,296.2,304.7,1487,15.1,76,0,0,0,0,0,0
5496,L42209,L,301.4,311.4,2075,48.1,41,0,0,0,0,0,0
5497,L67563,L,303.9,315.8,1616,38.2,104,0,0,0,0,0,0
5498,M66738,M,297.5,305.7,1689,47.4,47,0,0,0,0,0,0
5499,L47242,L,299.8,308.5,1842,56.3,104,0,0,0,0,0,0
5500,M19941,M,301.8,312.5,1396,48.1,203,0,0,0,0,0,0
5501,L17073,L,300.1,309.4,1711,40.4,149,0,0,0,0,0,0
5502,L47827,L,300.3,310.9,1485,37.0,247,0,0,0,0,0,0
5503,L56225,L,299.2,308.4,1565,65.1,195,1,0,0,0,1,0
5504,L47096,L,299.1,309.3,1552,44.7,72,0,0,0,0,0,0
5505,L60546,L,299.8,311.6,1640,42.0,94,0,0,0,0,0,0
5506,L76457,L,300.1,308.9,1632,38.1,49,0,0,0,0,0,0
5507,L78309,L,297.6,308.7,1435,31.0,190,0,0,0,0,0,0
5508,L79998,L,299.9,310.5,1560,20.5,175,0,0,0,0,0,0
5509,L96496,L,303.1,311.6,1120,55.1,65,1,0,1,1,0,0
5510,L40268,L,299.2,309.7,1715,32.1,109,0,0,0,0,0,0
5511,L95354,L,297.5,307.6,1841,38.0,182,0,0,0,0,0,0
5512,H52078,H,299.7,309.8,1572,38.8,35,0,0,0,0,0,0
5513,M11865,M,298.6,308.9,1250,54.2,202,0,0,0,0,0,0
5514,M38887,M,297.3,307.0,1670,32.3,28,0,0,0,0,0,0
5515,L59876,L,300.3,310.3,1401,42.5,227,0,0,0,0,0,0
5516,M43479,M,298.6,308.8,1570,45.0,97,0,0,0,0,0,0
5517,M50478,M,298.8,309.5,1660,26.1,174,0,0,0,0,0,0
5518,M36401,M,300.3,308.8,1635,25.2,120,0,0,0,0,0,0
5519,L38502,L,296.9,308.2,1731,32.8,49,0,0,0,0,0,0
5520,M23394,M,296.5,305.4,1564,42.3,8,0,0,0,0,0,0
5521,M19262,M,301.3,312.1,1569,41.1,75,0,0,0,0,0,0
5522,L14487,L,296.1,306.2,1669,38.7,84,0,0,0,0,0,0
5523,M37341,M,298.0,306.8,1525,46.4,189,0,0,0,0,0,0
5524,L23570,L,296.4,306.9,1414,31.4,4,0,0,0,0,0,0
5525,L67268,L,299.0,308.1,1618,38.2,6,0,0,0,0,0,0
5526,L39605,L,300.9,311.9,1335,38.8,171,0,0,0,0,0,0
5527,M81602,M,300.2,309.5,1523,31.6,36,0,0,0,0,0,0
5528,L36723,L,304.8,313.3,1291,62.8,124,1,0,1,0,0,0
5529,L79108,L,302.2,313.7,1438,18.4,245,0,0,0,0,0,0
5530,L88206,L,298.1,308.3,1446,52.3,242,1,0,0,0,1,0
5531,L70098,L,297.6,308.5,1361,47.9,2,0,0,0,0,0,0
5532,L58707,L,305.4,314.6,1734,48.0,142,0,0,0,0,0,0
5533,M59028,M,302.1,310.2,1720,40.9,82,0,0,0,0,0,0
5534,M66921,M,301.2,312.9,1773,53.2,112,0,0,0,0,0,0
5535,L70760,L,300.1,310.1,1504,35.4,2,0,0,0,0,0,0
5536,L20249,L,300.5,311.0,1460,43.8,83,0,0,0,0,0,0
5537,L77847,L,297.0,307.7,1681,40.6,78,0,0,0,0,0,0
5538,M53839,M,300.3,310.0,1560,37.6,101,0,0,0,0,0,0
5539,L49673,L,300.1,310.4,1560,41.1,202,0,0,0,0,0,0
5540,L13642,L,298.2,309.8,1082,30.5,141,0,0,0,0,0,0
5541,L16338,L,298.9,308.9,1673,33.3,3,0,0,0,0,0,0
5542,M61761,M,303.0,314.0,1649,55.6,162,0,0,0,0,0,0
5543,M19622,M,299.7,307.8,1537,68.6,135,0,0,0,0,0,0
5544,M58423,M,304.1,315.3,1684,45.1,212,0,0,0,0,0,0
5545,M52873,M,296.5,305.0,1645,48.2,162,0,0,0,0,0,0
5546,L57565,L,299.0,310.0,1413,42.4,67,0,0,0,0,0,0
5547,L17806,L,296.9,307.3,1498,44.4,35,0,0,0,0,0,0
5548,L10757,L,297.6,307.5,1357,45.3,77,0,0,0,0,0,0
5549,L31470,L,298.3,308.2,1799,50.2,171,0,0,0,0,0,0
5550,L16220,L,300.6,310.4,1712,55.2,63,0,0,0,0,0,0
5551,L64754,L,300.5,309.7,1392,31.1,194,0,0,0,0,0,0
5552,L89852,L,298.6,308.4,1648,68.1,248,1,0,0,0,1,0
5553,H32505,H,295.5,307.8,1587,41.3,19,0,0,0,0,0,0
5554,M38288,M,303.0,314.3,1415,41.3,71,0,0,0,0,0,0
5555,M84492,M,299.4,308.6,1560,35.8,184,0,0,0,0,0,0
5556,M29109,M,297.8,308.0,1691,35.8,54,0,0,0,0,0,0
5557,L13497,L,300.5,310.6,1706,46.0,242,1,1,0,0,1,0
5558,M67326,M,300.4,310.3,1955,46.2,13,0,0,0,0,0,0
5559,L19864,L,299.4,308.4,1554,45.5,128,0,0,0,0,0,0
5560,M97562,M,300.3,310.7,1495,35.4,56,0,0,0,0,0,0
5561,L84310,L,297.7,308.5,1638,13.0,83,0,0,0,0,0,0
5562,H31017,H,301.5,310.7,1505,22.0,13,0,0,0,0,0,0
5563,L11821,L,298.0,310.0,1433,40.0,50,0,0,0,0,0,0
5564,L60337,L,298.8,310.3,1372,43.2,91,0,0,0,0,0,0
5565,H55485,H,301.3,311.8,924,35.7,102,0,0,0,0,0,0
5566,L93557,L,302.4,311.2,1669,33.0,236,0,0,0,0,0,0
5567,M66388,M,303.2,313.6,1244,42.9,57,0,0,0,0,0,0
5568,M20372,M,302.1,312.4,1380,38.8,120,0,0,0,0,0,0
5569,M81333,M,299.4,309.9,1590,35.2,118,0,0,0,0,0,0
5570,H26283,H,296.9,308.5,1480,23.8,122,0,0,0,0,0,0
5571,H50857,H,302.8,312.6,1922,31.5,8,0,0,0,0,0,0
5572,L61772,L,302.7,314.8,1267,49.2,86,0,0,0,0,0,0
5573,M69670,M,298.7,309.1,1938,30.3,207,0,0,0,0,0,0
5574,M83133,M,301.8,311.6,1785,46.5,47,0,0,0,0,0,0
5575,M41261,M,299.3,311.7,1700,53.7,154,0,0,0,0,0,0
5576,L67154,L,303.0,313.8,1795,32.0,103,0,0,0,0,0,0
5577,M16107,M,299.0,308.5,1610,35.5,199,0,0,0,0,0,0
5578,H45561,H,304.0,314.0,1233,49.7,155,0,0,0,0,0,0
5579,H86674,H,301.6,312.2,1630,52.2,183,0,0,0,0,0,0
5580,L45268,L,303.6,313.4,1272,33.5,209,0,0,0,0,0,0
5581,L41608,L,299.1,309.2,1443,23.8,161,0,0,0,0,0,0
5582,L23138,L,300.8,310.0,1524,52.4,1,0,0,0,0,0,0
5583,M47693,M,298.1,306.4,1374,45.7,246,1,0,1,0,0,0
5584,M93000,M,301.7,311.8,1707,43.9,23,0,0,0,0,0,0
5585,L31248,L,301.8,311.9,1499,49.0,73,0,0,0,0,0,0
5586,L28632,L,304.8,315.3,1611,28.1,48,0,0,0,0,0,0
5587,L57547,L,301.0,310.4,1536,43.8,39,0,0,0,0,0,0
5588,L22100,L,301.4,310.1,1560,37.1,7,0,0,0,0,0,0
5589,H57930,H,299.1,308.1,1379,45.9,68,0,0,0,0,0,0
5590,M76861,M,301.1,312.1,1327,47.9,66,0,0,0,0,0,0
5591,L86905,L,299.2,308.6,1510,49.6,224,1,0,0,0,1,0
5592,L63025,L,300.2,309.8,1365,45.9,157,0,0,0,0,0,0
5593,L85876,L,300.3,310.0,1787,42.4,51,0,0,0,0,0,0
5594,H88944,H,299.3,308.7,1291,42.7,38,0,0,0,0,0,0
5595,L60840,L,300.1,309.4,1956,43.6,70,0,0,0,0,0,0
5596,L29369,L,299.2,308.4,1592,33.7,236,0,0,0,0,0,0
5597,L28460,L,299.2,310.6,1550,36.2,84,0,0,0,0,0,0
5598,M11461,M,302.2,312.8,1441,43.9,229,0,0,0,0,0,0
5599,M52362,M,300.4,311.6,1655,46.4,12,0,0,0,0,0,0
5600,M38610,M,300.7,312.1,1501,33.4,88,0,0,0,0,0,0
5601,L30995,L,297.1,304.7,1591,29.2,118,0,0,0,0,0,0
5602,L94716,L,300.8,311.2,1688,23.2,129,0,0,0,0,0,0
5603,L17717,L,301.1,310.5,1657,27.3,193,0,0,0,0,0,0
5604,M88867,M,299.2,310.3,1759,34.5,193,0,0,0,0,0,0
5605,L89472,L,304.2,313.4,1634,35.5,206,0,0,0,0,0,0
5606,L74022,L,295.4,304.4,1367,37.1,14,0,0,0,0,0,0
5607,M63668,M,301.6,310.1,1165,27.9,186,1,0,1,0,0,0
5608,M61645,M,301.4,311.1,1575,21.8,17,0,0,0,0,0,0
5609,L39550,L,301.1,312.0,1578,41.2,68,0,0,0,0,0,0
5610,L96151,L,300.4,310.6,1882,41.2,89,0,0,0,0,0,0
5611,L13576,L,301.1,309.9,1517,46.1,29,0,0,0,0,0,0
5612,M50868,M,301.7,313.9,1605,48.0,77,0,0,0,0,0,0
5613,M56380,M,298.5,309.2,1677,43.8,132,0,0,0,0,0,0
5614,L15728,L,300.6,311.4,1629,41.0,167,0,0,0,0,0,0
5615,L42800,L,299.6,310.9,1689,48.6,148,0,0,0,0,0,0
5616,M20886,M,297.8,306.2,1391,54.1,191,0,0,0,0,0,0
5617,M89614,M,301.4,310.5,1363,33.2,106,0,0,0,0,0,0
5618,L79909,L,298.9,309.7,1487,47.6,7,0,0,0,0,0,0
5619,L57236,L,297.0,306.2,1148,33.7,5,0,0,0,0,0,0
5620,L55805,L,298.9,308.6,1530,42.1,89,0,0,0,0,0,0
5621,L42532,L,298.4,308.3,1419,50.6,195,0,0,0,0,0,0
5622,H38688,H,302.1,310.8,1595,37.2,57,0,0,0,0,0,0
5623,M21063,M,300.3,309.9,1490,30.4,179,0,0,0,0,0,0
5624,M33089,M,302.8,313.7,1356,35.3,157,0,0,0,0,0,0
5625,L65942,L,298.7,309.4,1772,30.4,226,0,0,0,0,0,0
5626,M61829,M,301.7,312.9,1552,29.2,184,0,0,0,0,0,0
5627,L60553,L,305.7,316.7,1692,51.9,26,0,0,0,0,0,0
5628,L43585,L,300.7,311.1,1570,45.2,90,0,0,0,0,0,0
5629,L81739,L,301.7,312.0,1621,32.7,171,0,0,0,0,0,0
5630,L69004,L,301.4,311.6,1294,30.1,106,0,0,0,0,0,0
5631,M12438,M,297.2,306.5,1766,30.8,68,0,0,0,0,0,0
5632,L33212,L,301.2,310.1,1695,32.7,103,0,0,0,0,0,0
5633,L60362,L,300.6,309.9,1534,51.4,138,0,0,0,0,0,0
5634,L82177,L,299.5,309.2,1589,38.8,42,0,0,0,0,0,0
5635,L26983,L,298.2,307.6,1717,61.1,243,1,0,0,0,1,0
5636,L24026,L,301.4,311.8,1471,39.5,125,0,0,0,0,0,0
5637,L60998,L,298.1,308.3,1254,34.2,34,0,0,0,0,0,0
5638,M65744,M,304.3,314.6,1474,49.1,138,0,0,0,0,0,0
5639,L67013,L,300.2,310.6,1565,23.3,229,0,0,0,0,0,0
5640,L61039,L,297.6,308.7,1532,41.8,229,0,0,0,0,0,0
5641,L59831,L,299.0,309.0,1773,27.8,53,0,0,0,0,0,0
5642,M95172,M,299.4,310.5,1366,18.2,49,0,0,0,0,0,0
5643,L44603,L,304.8,315.3,1388,38.7,245,0,0,0,0,0,0
5644,L87758,L,298.2,309.4,1348,48.2,188,0,0,0,0,0,0
5645,L77713,L,299.8,311.4,1614,42.0,132,0,0,0,0,0,0
5646,L23105,L,298.9,309.5,1264,40.8,228,0,0,0,0,0,0
5647,L77182,L,301.0,311.1,1671,14.0,114,0,0,0,0,0,0
5648,M62147,M,299.0,309.1,1371,38.4,100,0,0,0,0,0,0
5649,M85400,M,297.7,307.3,1399,38.5,153,0,0,0,0,0,0
5650,L56434,L,299.6,309.1,1854,46.1,96,0,0,0,0,0,0
5651,M36515,M,299.4,310.3,1758,29.4,160,0,0,0,0,0,0
5652,M99298,M,298.8,307.9,1559,48.2,150,0,0,0,0,0,0
5653,L68001,L,298.9,310.5,1303,34.8,185,0,0,0,0,0,0
5654,L68397,L,302.4,312.2,1898,36.9,198,0,0,0,0,0,0
5655,L71415,L,299.4,312.2,1502,45.2,223,0,0,0,0,0,0
5656,L26960,L,297.7,307.0,1582,28.1,136,0,0,0,0,0,0
